Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
4853501,Đất,Đông Nam Bộ," Huyện Bắc Tân Uyên, Bình Dương",252.0,Chưa Xác Định,0.285,0.0,0,0,0982.908.399,https://i-batdongsan.com/can-tien-duy-tri-xuong-may-toi-ban-gap-2-lo-dat-lien-ke-4853501.html
4757101,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",42.0,Sổ hồng/ Sổ đỏ,4.9,4.0,3,3,0767.992.255,https://i-batdongsan.com/nha-moi-lung-linh-don-ve-o-lien-hem-thong-duong-quang-trung-xe-hoi-toi-cua-4-tang-4757101.html
4801610,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",90.0,Sổ hồng/ Sổ đỏ,7.0,6.0,4,4,0343.189.357,https://i-batdongsan.com/ban-nha-khu-vip-linh-dong-thu-duc-90m2-4x23-4t-chi6-x-ty-gia-dau-tu-vao-o-ngay-4801610.html
4313832,Văn phòng,Hà Nội," Quận Ba Đình, Hà Nội",102.0,Sổ hồng/ Sổ đỏ,66.0,30.0,9,14,0974.473.300,https://i-batdongsan.com/-ban-toa-nha-mat-pho-linh-lang-ba-dinh-102m2-9t-mt-khung-10m-chi-66-ty--4313832.html
4689645,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",82.0,Sổ hồng/ Sổ đỏ,10.3,5.0,1,4,0866.079.862,https://i-batdongsan.com/sieu-hot-82m-dat-dinh-thon-o-to-tranh-gara-kinh-doanh-10-3-ty-4689645.html
4071949,"Đất nền, phân lô",Hà Nội," Huyện Đông Anh, Hà Nội",52.0,Sổ hồng/ Sổ đỏ,1.9,5.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-phuong-trach-vinh-ngoc-o-to-52m-1-9-ty-4071949.html
4685543,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,31.5,30.0,7,14,0904.216.450,https://i-batdongsan.com/-mat-pho-vip-thai-ha-dong-da-thong-so-vip-45m2-7t-mt-6-6m-chi-31-5-ty--4685543.html
4760950,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",82.0,Sổ hồng/ Sổ đỏ,6.0,5.0,0,1,0767.992.255,https://i-batdongsan.com/nha-nat-4-1x20-khong-lo-gioi-hem-xe-hoi-khu-phan-lo-dong-bo-quang-trung-phuong-8-4760950.html
4855613,Nhà mặt tiền,Hà Nội," Quận Hoàng Mai, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,3.9,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-ngo-87-tam-trinh-4-tang-4pn-o-ngay-lo-goc-hoang-mai-4855613.html
4774638,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",325.0,Sổ hồng/ Sổ đỏ,13.9,4.0,5,17,0767.992.255,https://i-batdongsan.com/chdv-6-tang-17-phong-thu-nhap-70-trieu-thang-ben-dh-cong-nghiep-4774638.html
3835582,"Nhà hàng, khách sạn",Hà Nội," Huyện Đông Anh, Hà Nội",250.0,Sổ hồng/ Sổ đỏ,16.45,9.0,4,9,0903.274.259,https://i-batdongsan.com/ban-ks-sap-mai-vong-la-250m-mt12m-4t-16-45ty-dong-anh-3835582.html
4772415,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",180.0,Sổ hồng/ Sổ đỏ,13.5,6.0,0,2,0767.992.255,https://i-batdongsan.com/nha-cap-4-dt-7x26-xay-duoc-ham-tret-lung-4-lau-hxh-6m-thong-ldt-4772415.html
4735010,"Nhà hàng, khách sạn",Hà Nội," Quận Nam Từ Liêm, Hà Nội",210.0,Sổ hồng/ Sổ đỏ,165.0,1.0,10,42,0904.641.162,https://i-batdongsan.com/-ban-toa-khach-san-mat-pho-mieu-dam-nam-tu-liem-210m2-10t-mt-9m-chi-165-ty--4735010.html
4829450,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Biên Hoà, Đồng Nai",80.0,Sổ hồng/ Sổ đỏ,3.75,6.0,1,3,0978.366.635,https://i-batdongsan.com/ban-nha-so-rieng-tho-cu-tai-khu-pho-2-phuong-trang-dai-bien-hoa-dong-nai--4829450.html
4795975,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",90.0,Sổ hồng/ Sổ đỏ,8.0,3.0,2,5,0901.851.503,https://i-batdongsan.com/hiem-lam-van-ben-xe-hoi-vao-nha-dt-90m2-ngang-6m-dai-15m-chi-8-ty-4795975.html
4745504,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",50.0,Sổ hồng/ Sổ đỏ,6.7,4.0,2,4,0767.992.255,https://i-batdongsan.com/khu-nha-lau-dong-bo-cach-quang-trung-50m-nha-4-tang-moi-khang-trang-xe-hoi-ngu-trong-4745504.html
4744361,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",160.0,Sổ hồng/ Sổ đỏ,14.5,20.0,0,6,0767.992.255,https://i-batdongsan.com/nha-cap-bon-160m2-mat-tien-duong-le-hoang-phai-gia-nhu-hem-xe-hoi-huong-tay-4744361.html
4742312,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",140.0,Sổ hồng/ Sổ đỏ,23.9,20.0,2,6,0767.992.255,https://i-batdongsan.com/can-goc-2-mat-tien-nguyen-van-khoi-dt-7x20-hop-dong-thue-50-trieu-thang-4742312.html
4570280,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",37.0,Sổ hồng/ Sổ đỏ,3.1,3.7,5,4,0963.139.980 / 0986.430.899,https://i-batdongsan.com/cc-ban-nha-tam-trinh-linh-nam-37m-5-tang-lo-goc-sdcc-o-luon-chi-3-1-ty-0963139980-4570280.html
4804674,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,26.0,5.0,8,18,0906.098.086,https://i-batdongsan.com/ban-khach-san-hoan-kiem-60m-x-8-tang-khu-vuc-pho-di-bo-dong-tien-on-dinh-4804674.html
4833753,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 3, Hồ Chí Minh",31.0,Sổ hồng/ Sổ đỏ,7.0,0.0,3,3,0937.099.054,https://i-batdongsan.com/ban-nha-nguyen-dinh-chieu-phuong-4-quan-3-hem-5m-31m2-3-5x9-5-tang-gia-re-7ty-cha-4833753.html
4399914,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",63.0,Sổ hồng/ Sổ đỏ,68.0,30.0,6,6,0983.630.136,https://i-batdongsan.com/-ban-nha-mat-pho-co-hang-muoi-hoan-kiem-63m2-6t-mt-6-5m-kd-dinh-cao-chi-68-ty--4399914.html
4784218,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,2.95,2.5,5,4,0912.701.280,https://i-batdongsan.com/ban-nha-36-m2-x-5-tang-nha-xay-moi-view-thoang-dep-anh-sang-tu-nhien-pb-4784218.html
4850577,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",124.0,Sổ hồng/ Sổ đỏ,13.0,0.0,0,0,0986.209.188,https://i-batdongsan.com/hoang-cau-dang-tien-dong-ban-124m-tang-nha-dong-da-4850577.html
4729014,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,1.75,5.0,1,1,0912.701.280,https://i-batdongsan.com/1-ty-75-co-ngay-can-nha-cap-4-dien-tich-55-m3-mat-tien-6-m-duong-thoang-kinh-doanh-dinh--4729014.html
4713530,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",35.0,Sổ hồng/ Sổ đỏ,2.1,4.0,5,4,0912.701.280,https://i-batdongsan.com/can-ban-nha-moi-xay-5-tang-tai-lang-kim-hoang-van-canh-35m2-mat-tien-4-5m-4713530.html
4296690,Biệt thự,Hà Nội," Quận Thanh Xuân, Hà Nội",64.0,Sổ hồng/ Sổ đỏ,11.5,15.0,5,5,0974.473.300,https://i-batdongsan.com/-phan-lo-to-vinh-dien-thanh-xuan-o-to-vao-nha-64m2-5t-mt-5m-chi-11-5-ty--4296690.html
4801812,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",60.0,Sổ hồng/ Sổ đỏ,4.3,4.0,0,2,0767.992.255,https://i-batdongsan.com/nha-cap-4-dt-khung-6x10-hxh-1-truc-thang-cuoi-le-quang-dinh-4801812.html
4850243,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",93.0,Sổ hồng/ Sổ đỏ,25.6,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-mat-pho-thinh-quang-9-tang-thang-may-long-lay-dong-da-4850243.html
4836267,Căn hộ chung cư,Hà Nội," Quận Thanh Xuân, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,6.0,30.0,2,3,0982.833.366,https://i-batdongsan.com/-chi-6-ty-duplex-cao-cap-gold-season-47-nguyen-tuan-thanh-xuan-120m2-3pn-2wc--4836267.html
4848793,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",61.0,Sổ hồng/ Sổ đỏ,11.9,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-dong-tien-minh-khai-goc-de-7-tang-thang-may-18pkk-full-do-hoang-mai-4848793.html
4742132,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",45.0,Sổ hồng/ Sổ đỏ,4.3,6.0,1,2,0767.992.255,https://i-batdongsan.com/nha-cap-3-dt-45m2-hem-xe-hoi-6m-thong-quang-trung-gan-truong-tieu-hoc-an-hoi-4742132.html
4848602,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",176.0,Sổ hồng/ Sổ đỏ,140.0,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-mat-pho-ham-long-9-tang-thang-may-hoan-kiem-4848602.html
4835233,Đất,Đông Nam Bộ," Thị xã Thuận An, Bình Dương",1155.0,Sổ hồng/ Sổ đỏ,0.31,0.0,0,0,0982.908.399,https://i-batdongsan.com/dat-ngop-ban-lo-200tr-co-san-vuon-sau-rieng-4835233.html
4590867,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",111.0,Sổ hồng/ Sổ đỏ,45.0,30.0,2,6,0904.216.450,https://i-batdongsan.com/-mat-pho-an-trach-dong-da-111m2-2t-mt-8m-gia-dau-tu-xay-toa-chi-45-ty--4590867.html
4724383,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",58.0,Sổ hồng/ Sổ đỏ,4.05,4.0,0,1,0767.992.255,https://i-batdongsan.com/nha-nat-57-5m2-ngang-4-5m-hem-xe-hoi-thong-quang-trung-phuong-8-gia-4-2-ty-73tr-m2--4724383.html
4793631,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",235.0,Sổ hồng/ Sổ đỏ,61.0,30.0,4,6,0911.214.718,https://i-batdongsan.com/-mat-pho-vu-tong-phan-thong-so-vip-235m2-4t-mt-8-1m-gia-chi-61-ty--4793631.html
4841682,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",106.0,Sổ hồng/ Sổ đỏ,26.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-3-tang-mat-pho-co-linh-ngoc-tri-106m-long-bien-4841682.html
4724482,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",80.0,Sổ hồng/ Sổ đỏ,10.5,16.0,3,10,0767.992.255,https://i-batdongsan.com/nha-4x20-xay-5-tang-mat-tien-kinh-doanh-duong-so-8-f-11-ngay-thcs-nguyen-du-hdt-40tr-4724482.html
3865969,Nhà mặt tiền,Hà Nội," Huyện Đông Anh, Hà Nội",55.0,Chưa Xác Định,2.7,8.0,0,0,0903.274.259,https://i-batdongsan.com/ban-nha-xom-nhi-van-noi-4t-o-to-2-7-ty-dong-anh-3865969.html
4745118,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 6, Hồ Chí Minh",30.0,Sổ hồng/ Sổ đỏ,3.185,3.5,2,2,0903.356.875,https://i-batdongsan.com/hang-cuc-hiem-nha-moi-dep-sat-mat-tien-duong-lon-10m-nguyen-van-luong-quan6-xiu-3ty-4745118.html
4841345,Đất,Hà Nội," Quận Hai Bà Trưng, Hà Nội",74.0,Sổ hồng/ Sổ đỏ,9.45,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-hoa-binh-minh-khai-74m-o-to-tai-vao-ra-hai-ba-trung-4841345.html
3959909,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,4.05,3.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-nam-hong-dong-anh-o-to-100m-4-05-ty-3959909.html
4408943,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,15.0,30.0,1,2,0936.483.090,https://i-batdongsan.com/-ban-nha-mat-pho-nguyen-truong-to-ba-dinh-40m2-mt-4m-kinh-doanh-dinh-chi-15-ty--4408943.html
4837377,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",42.0,Sổ hồng/ Sổ đỏ,4.8,3.5,4,3,0868.906.898,https://i-batdongsan.com/ban-nha-yen-hoa-cau-giay-42m2-4tang-ngo-nong-thoang-so-vuong-chi-nhinh-4-ty-4837377.html
4805484,Đất,Đông Nam Bộ," Huyện Phú Giáo, Bình Dương",240.0,Chưa Xác Định,0.45,0.0,0,0,0982.908.399,https://i-batdongsan.com/chinh-chu-can-tien-ban-gap-mieng-dat-trong-tuan-nay-450-tr-4805484.html
4749258,Nhà mặt tiền,Hồ Chí Minh," Quận Bình Thạnh, Hồ Chí Minh",83.0,Sổ hồng/ Sổ đỏ,8.0,10.0,2,6,0903.356.875,https://i-batdongsan.com/gia-dau-tu-binh-thanh-canh-landmark-81-q1-hemxetaitranh-83m-2tang-chi-8-1ty-tl-4749258.html
4854115,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",105.0,Sổ hồng/ Sổ đỏ,16.5,30.0,0,2,0767.992.255,https://i-batdongsan.com/nha-cap-4-mat-tien-phan-van-tri-dt-4-2x25-hdt-20tr-thang-16-5-ty-4854115.html
4638893,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,5.2,4.5,5,5,0963.139.980 / 0986.430.899,https://i-batdongsan.com/nha-hang-xom-kdt-louis-hoang-mai-dt-65m-5-tang-o-to-7-do-cua-chi-tam-5-ty-xiu-0963139-4638893.html
4871203,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",41.0,Sổ hồng/ Sổ đỏ,5.7,0.0,4,4,0909.787.678,https://i-batdongsan.com/chi-5-7-ty-co-ngay-ho-khau-trung-tam-go-vap-ngang-6-6-no-hau-6-9-sau-6-2-phuong-8-4871203.html
3854900,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",115.0,Sổ hồng/ Sổ đỏ,4.85,8.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-sap-mai-vong-la-kinh-doanh-o-to-tranh-115m-4-85-ty-dong-anh-115m-3854900.html
4806987,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",57.0,Sổ hồng/ Sổ đỏ,4.2,3.0,2,3,0767.992.255,https://i-batdongsan.com/nha-3-tang-dt-7x8-hem-417-quang-trung-phuong-10-gia-4-ty-2-4806987.html
4835063,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",59.0,Sổ hồng/ Sổ đỏ,15.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-phuong-mai-4-tang-59m-phan-lo-o-to-dong-da-4835063.html
4568049,"Nhà hàng, khách sạn",Hà Nội," Quận Tây Hồ, Hà Nội",155.0,Sổ hồng/ Sổ đỏ,44.8,30.0,10,21,0904.216.450,https://i-batdongsan.com/-toa-apartment-10-tang-mat-pho-lac-long-quan-tay-ho-155m2-mt-15m-chi-44-8-ty--4568049.html
4559541,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",37.0,Sổ hồng/ Sổ đỏ,3.5,3.7,5,5,0963.139.980 / 0986.430.899,https://i-batdongsan.com/cc-ban-nha-giap-bat-kim-dong-37m-4-5-tang-sdcc-o-luon-chi-3-5-ty-0963139980-4559541.html
4825174,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",82.0,Sổ hồng/ Sổ đỏ,5.1,5.0,0,1,0767.992.255,https://i-batdongsan.com/nha-cap-4-dt-5x16-5-hem-5m-thong-duong-quang-trung-ngay-nga-ba-quang-trung-tan-son-4825174.html
4787167,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",52.0,Sổ hồng/ Sổ đỏ,4.8,0.0,2,3,0937.099.054,https://i-batdongsan.com/ban-nha-phan-huy-ich-hem-oto-52m2-4x13-3-tang-gia-re-4-8-ty-4787167.html
4860008,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,21.0,30.0,3,4,0904.641.162,https://i-batdongsan.com/-mat-pho-nguyen-cong-hoan-da-dinh-lo-goc-sieu-kd-55m2-3t-mt-rong-12m-chi-21-ty--4860008.html
4834916,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,7.0,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-phan-dinh-giot-5-tang-moi-thang-may-lo-goc-thanh-xuan-4834916.html
4805502,Đất,Đông Nam Bộ," Huyện Phú Giáo, Bình Dương",240.0,Chưa Xác Định,0.45,0.0,0,0,0982.908.399,https://i-batdongsan.com/chinh-chu-can-tien-ban-gap-mieng-dat-trong-tuan-nay-450-tr-4805502.html
4833661,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",58.0,Sổ hồng/ Sổ đỏ,6.3,0.0,0,0,0986.209.188,https://i-batdongsan.com/giam-chao-nua-ty-minh-khai-ban-nha-3-tang-5pkk-full-do-hai-ba-trung-4833661.html
4805292,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",21.0,Sổ hồng/ Sổ đỏ,2.85,3.0,2,2,0767.992.255,https://i-batdongsan.com/cach-mat-tien-duong-so-8-chi-1-can-nha-ngang-4-5m-rong-rai-nha-3-tang-4805292.html
4489983,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",144.0,Sổ hồng/ Sổ đỏ,70.0,30.0,5,6,0973.181.606,https://i-batdongsan.com/-ban-nha-mat-pho-pham-huy-thong-mat-ho-ngoc-khanh-144m2-5t-mt-6m-chi-70-ty--4489983.html
4552482,Mặt bằng,Đông Nam Bộ," Huyện Đồng Phú, Bình Phước",250.0,Chưa Xác Định,0.25,0.0,0,0,0982.908.399,https://i-batdongsan.com/250tr-lo-dat-gan-dong-xoai-ngay-khu-du-lich-suoi-lam-4552482.html
4806840,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",54.0,Sổ hồng/ Sổ đỏ,4.5,5.0,3,5,0767.992.255,https://i-batdongsan.com/nha-4-tang-hxh-5m-ngay-thpt-nguyen-trung-truc-le-duc-tho-dt-4-5x12-4806840.html
4832980,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",48.0,Sổ hồng/ Sổ đỏ,8.6,0.0,3,5,0988.799.054,https://i-batdongsan.com/nha-dep-thong-nhat-phuong-11-go-vap-hem-6m-48m2-8x6-4-tang-gia-re-8-6-ty--4832980.html
4831902,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",71.0,Sổ hồng/ Sổ đỏ,21.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-ta-quang-buu-bach-khoa-6-tang-o-cho-thang-may-o-to-kinh-doanh-hai-ba-trung-4831902.html
4738843,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 5, Hồ Chí Minh",70.0,Sổ hồng/ Sổ đỏ,5.998,5.0,2,3,0903.356.875,https://i-batdongsan.com/gia-tot-dau-tu-hem-5m-sat-mt-tran-hung-dao-70m2-2tang-ban-dat-tang-nha-chi-6ty-4738843.html
4802728,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",41.0,Sổ hồng/ Sổ đỏ,4.65,4.0,3,3,0767.992.255,https://i-batdongsan.com/nha-moi-can-goc-2-mat-tien-hxh-745-quang-trung-5-tang-dt-3-7x11-4802728.html
4051657,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,20.0,15.0,3,3,0977.552.342,https://i-batdongsan.com/vip-nha-mat-pho-hang-bo-vi-tri-dep-kd-dinh-50m2-3-tang-mt-3-8m-nhinh-20-ty--4051657.html
4848117,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",45.0,Sổ hồng/ Sổ đỏ,4.5,4.5,2,2,0988.799.054,https://i-batdongsan.com/nen-goc-bui-quang-la-phuong-12-go-vap-hem-tai-6m-45m2-4x11-2-tang-gia-4-5-ty--4848117.html
4783460,Đất,Duyên Hải Nam Trung Bộ," Quận Cẩm Lệ, Đà Nẵng",100.0,Sổ hồng/ Sổ đỏ,3.0,8.0,0,0,0987.901.827,https://i-batdongsan.com/toi-can-ban-dat-duong-nguyen-kim-hoa-xuan-cam-le-da-nang-4783460.html
4699389,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",196.0,Sổ hồng/ Sổ đỏ,68.0,30.0,4,4,0982.833.366,https://i-batdongsan.com/-ban-nha-mat-pho-truong-chinh-thanh-xuan-196-m2-4t-mt-7-5-m-chi-68-ty--4699389.html
4752229,Đất,Duyên Hải Nam Trung Bộ," Quận Liên Chiểu, Đà Nẵng",149.0,Sổ hồng/ Sổ đỏ,4.7,6.0,0,0,0987.901.827,https://i-batdongsan.com/ban-dat-duong-bau-mac-2-tang-luon-nha-kho-xuong-lam-full-dien-tich-4752229.html
4740156,Nhà mặt tiền,Duyên Hải Nam Trung Bộ," Quận Liên Chiểu, Đà Nẵng",110.0,Sổ hồng/ Sổ đỏ,5.9,8.0,4,4,0987.901.827,https://i-batdongsan.com/-tam-huyet-gia-chu-dat-het-vao-ngoi-nha-day-nang-va-gio--4740156.html
3908423,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",107.0,Sổ hồng/ Sổ đỏ,3.05,4.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-dai-dong-dai-mach-109m-mt7m-o-to-3-05-ty-dong-anh-3908423.html
4850798,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",38.0,Sổ hồng/ Sổ đỏ,7.0,3.0,6,4,0355.883.878,https://i-batdongsan.com/7-t-y-6-tang-thang-may-chua-boc-dien-tich-38-m-mat-tien-4-6-m-4850798.html
3900922,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,1.8,3.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-ngoc-chi-vinh-ngoc-ngo-3m-10m-o-to-tranh-39m-1-8-ty-dong-anh-3900922.html
4871202,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,6.15,2.0,4,4,0974.678.580,https://i-batdongsan.com/ban-nha-pho-yen-hoa-cau-giay-dt-50m-4t-nhinh-6-ty-ngo-nong-thang-gan-pho-dan-xay-chacchan-4871202.html
4560005,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",42.0,Sổ hồng/ Sổ đỏ,23.5,15.0,3,3,0977.552.342,https://i-batdongsan.com/hiem-ban-nha-mat-pho-le-dai-hanh-vi-tri-dep-via-he-rong-kd-dinh-42m2-3tang-nhinh-4560005.html
4817061,Đất,Hà Nội," Quận Nam Từ Liêm, Hà Nội",37.0,Sổ hồng/ Sổ đỏ,2.5,3.0,1,1,0855.994.488,https://i-batdongsan.com/ban-lo-dat-vuong-dep-ngo-rong-o-to-do-o-80-xuan-phuong-37m2-nhinh-2ty-4817061.html
3849802,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",162.0,Sổ hồng/ Sổ đỏ,4.72,9.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-dai-do-vong-la-dong-anh-oto-tai-tranh-162m-mt-7-3m-4-75-ty-3849802.html
4831538,Nhà mặt tiền,Hà Nội," Quận Hoàng Mai, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,6.8,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-nha-duong-hoang-mai-5-tang-o-to-kinh-doanh-4831538.html
4754959,Nhà mặt tiền,Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",160.0,Sổ hồng/ Sổ đỏ,29.0,20.0,3,10,0767.992.255,https://i-batdongsan.com/biet-thu-mat-duong-dt-8x20-ngay-thong-nhat-phuong-11-co-thang-may-noi-that-cao-cap-4754959.html
4858087,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",78.0,Sổ hồng/ Sổ đỏ,5.9,5.0,3,4,0937.099.054,https://i-batdongsan.com/nha-nen-goc-quang-trung-phuong-10-go-vap-hem-o-to-5m-78m2-6x13-3-tang-gia-5-9-ty--4858087.html
3407036,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,17.8,30.0,2,2,0977.552.342,https://i-batdongsan.com/gia-dinh-can-ban-can-nha-mat-pho-thai-ha-via-he-rong-kinh-doanh-dinh-55m2-nhinh-17-8-3407036.html
3972622,Nhà mặt tiền,Hà Nội," Huyện Đông Anh, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,5.05,9.0,4,3,0903.274.259,https://i-batdongsan.com/ban-nha-4t-mai-chau-dai-mach-dong-anh-o-to-tranh-kd-50m-5-05-ty-3972622.html
4827767,Đất,Hà Nội," Quận Hoàng Mai, Hà Nội",115.0,Sổ hồng/ Sổ đỏ,13.5,0.0,0,0,0986.209.188,https://i-batdongsan.com/ban-dat-truong-dinh-115m-lo-goc-cach-1-nha-ra-pho-hoang-mai-4827767.html
4742763,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",44.0,Sổ hồng/ Sổ đỏ,4.4,0.0,1,3,0937.099.054,https://i-batdongsan.com/ban-nha-quang-trung-go-vap-hem-3m-dt-44-m2-4x11-nha-2-tang-gia-4-4-ty-4742763.html
4108362,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,7.0,4.0,5,5,0988.030.238,https://i-batdongsan.com/sieu-pham-nha-phan-lo-nguyen-son-bo-de-oto-tranh-kinh-doanh-60m2-5-tang-nhinh-7-4108362.html
